'1','---    ','PRODUCCION MEJILLON EN BATEA','---'
'1','413.4  ','INCUBACION Y VENTA DE POLLUELOS','4134'
'1','414.1  ','PREPARACION DE LECHE','4141'
'1','414.2  ','PREPARACION LECHE EN CONSERVA','4142'
'1','414.3  ','FAB. QUESO Y MANTEQUILLA','4143'
'1','414.4  ','ELABORACION DE HELADOS Y SIMILARES','4144'
'1','415    ','FAB. JUGOS Y CONSERVAS VEGETALES','415'
'1','415.1  ','CONSERVAS VEGETALES','4151'
'1','415.2  ','EXTRACTOS,ZUMOS Y OTROS PREPARADOS','4152'
'1','415.3  ','LIMPIEZA,CLASIFIC.Y ENVASE FRUTAS','4153'
'1','416    ','FAB. CONSERVAS PESCADO','416'
'1','416.1  ','CONSERVAS DE PESCADO','4161'
'1','416.2  ','PTOS.RESIDUALES CONSERVACION PESCADO','4162'
'1','417.1  ','FAB. HARINAS Y SEMOLAS','4171'
'1','417.2  ','FAB. OTROS PTOS. MOLINERIA','4172'
'1','418.1  ','FAB. PASTAS ALIMENTICIAS','4181'
'1','418.2  ','FAB. PTOS. AMILACEOS','4182'
'1','419.1  ','INDUSTRIA DEL PAN Y BOLLERIA','4191'
'1','419.2  ','INDUST. BOLLERIA Y PASTELERIA','4192'
'1','419.3  ','INDUST. ELABORACION MASAS FRITAS','4193'
'1','420    ','INDUSTRIAS DEL AZUCAR','420'
'1','420.1  ','AZUCAR Y JARABES DE AZUCAR','4201'
'1','420.2  ','PTOS. RESIDUALES DE LA INDUSTRIA AZUCAR','4202'
'1','421.1  ','INDUSTRIA CACAO Y CHOCOLATE','4211'
'1','421.2  ','ELABORACION PTOS. CONFITERIA','4212'
'1','422.1  ','FORRAJES DESHIDRATADOS ALIMENTAC. ANIMAL','4221'
'1','422.2  ','HARINAS PESCADO Y OTROS PTOS. PIENSOS','4222'
'1','422.3  ','ELAB.PIENSOS COMP. CUALQ.CLASE(EXC.4224)','4223'
'1','422.4  ','ELAB.PIENSOS COMP. ANIMALES DOMESTICOS','4224'
